book_a;book_b;count
042516098X;080410753X;4
0671028375;0449223604;4
0061015725;067976402X;4
1558743316;0440214041;4
0373250126;0446605239;4
0446527017;034538475X;4
0515090506;051510566X;4
0425163385;074343627X;4
0812511816;0440215625;4
0380817691;0449221512;4
0380818973;0385335830;4
0380703882;0345337662;4
0061015725;0345452569;4
0425163385;0671867172;4
0671038443;0312924585;4
0671016652;0515130389;4
0140280553;0375706771;4
0671016652;0515135062;4
0425163385;0553569031;4
0446527017;0345313860;4
0515090506;0515093203;4
0765341972;0553572997;4
0446527017;0316690619;4
0446527017;0316693251;4
0446525804;0399149155;4
0446525804;0399148639;4
043936213X;0553284789;4
0515095826;0449219461;4
0446527165;0440234743;4
1573225517;0316776963;4
0671039741;0451167805;4
1573225517;0316777730;4
0553213105;0140298479;4
0671039741;0451166582;4
0374525641;0375760911;4
0515095826;0446610038;4
0439404371;0316776963;4
0380600129;0375727345;4
0380600129;0345370775;4
0553213105;0312195516;4
0553212583;0142001740;4
0451205421;0553582747;4
0515095826;059035342X;4
0099387913;0671880314;4
0345441036;0451188454;4
1573225517;0380727501;4
0671039741;0451177096;4
0515095826;0515087122;4
0060936363;0452282152;4
0345441036;0786868716;4
0099747200;0316666343;4
0671038443;0743437802;4
0553213105;0842329242;4
0380702843;0446310786;4
0345441265;0670894605;4
0446527033;0553800973;4
0671039741;0451169514;4
0671039741;0451169522;4
0345441036;074343627X;4
0441627404;0385504209;4
0345441036;0767905180;4
0380723638;0425188787;4
0345313151;0440180295;4
0373250126;0805063897;4
0446527041;0743206045;4
0811825558;0345422317;4
0312995423;0425150143;4
0425161242;0385479565;4
0099747200;0312195516;4
0425161242;0345370775;4
0446527041;0553583441;4
0380702843;0060987529;4
0061015725;0553582763;4
0671039741;0671039725;4
0743206061;0316666343;4
0441627404;0394820371;4
0743206061;0312278586;4
0811811409;0811801802;4
0553212583;0345370775;4
0345441036;0671003755;4
0316603570;0786868716;4
0425161242;0066214122;4
0446527041;051513287X;4
0439404371;0312195516;4
0439404371;0439139597;4
0439404371;043935806X;4
0316782262;0385720106;4
0312995423;0316666343;4
0060936363;038082101X;4
0439404371;0440213525;4
0671016652;0804114986;4
043936213X;0064400557;4
0451208765;0446613266;4
0425163385;0380710218;4
0671038443;0345413881;4
0446527017;0446527033;4
0671038443;0345413903;4
0743206061;0743206045;4
0446527017;0425183971;4
0380818973;0688177751;4
0380818973;0743418174;4
0425163385;0380717018;4
0743206061;0743245520;4
0380818973;0767905202;4
0515090506;0553279912;4
0446343455;0060987103;4
0425163385;0446360589;4
0446527017;0385472951;4
0380702843;0804111359;4
0743206061;0743454529;4
0451208765;0451206525;4
0451207521;0451210743;4
0671028375;0446310786;4
0671014919;0446604801;4
0446527033;0345337662;4
0553285920;055357230X;4
0451207521;0446364193;4
0446527033;0399145087;4
0553285920;0553572202;4
0140177396;0451156609;4
0451207521;0451204530;4
0316603570;0446612790;4
0671038443;0451188454;4
0553285920;0451137965;4
0671014919;0440225701;4
0451207521;0451166892;4
0099747200;0449212602;4
0553285920;0446610038;4
0446527017;0399145087;4
0374270325;0684874350;4
0140280553;0679744398;4
0380820293;0312195516;4
0380820293;0312983867;4
0099747200;0553572997;4
0061099325;0061000043;4
0316777722;0312243022;4
0684800713;0316776963;4
039480001X;044021145X;4
0684800713;0060958022;4
0553582127;0553586122;4
0312955006;0380718340;4
0553582127;059035342X;4
039480001X;043935806X;4
0671028375;0440236673;4
0380702843;0684801523;4
0743206061;0786868716;4
0765341972;0684801523;4
0425162788;0425161722;4
0380820293;0375726403;4
0380820293;0375760911;4
0446527033;039914613X;4
0140177396;0451161343;4
0380703882;0440214041;4
0553283685;0812550706;4
0099747200;1573229725;4
0140280553;0316666343;4
1573222267;0375727132;4
0812511816;0380789019;4
0451209907;0439064872;4
0765341972;0451184963;4
0380817691;0553280341;4
0812511816;0439136350;4
0812511816;0439064864;4
0380817691;0553279912;4
0765341972;0451169530;4
0380817691;0449003787;4
0765341972;0449006522;4
0671028375;0399150897;4
0099771519;0316666343;4
0553285920;0553563521;4
0140282033;0440224675;4
0671038443;0446605484;4
0671038443;0446606189;4
0345442822;1400031346;4
0446527033;038533558X;4
0380702843;055321313X;4
0446527033;0385421982;4
0743206061;0553802461;4
0446527033;0385490992;4
0451207521;0446602620;4
0451209907;0385335881;4
0316603570;0385508042;4
0765341972;0452269571;4
0345442822;068484477X;4
0679454489;0345313860;4
0140282033;0452282152;4
0451207521;055356451X;4
0446520802;0439064864;4
0446520802;044021145X;4
0316602051;0385504209;4
0446343455;067976402X;4
0446343455;068484477X;4
0451454243;0312195516;4
0812548051;0345370775;4
0679446486;0679444815;4
0446520802;0140257934;4
0446520802;0140270590;4
0345447840;0743418174;4
0140276904;0749397543;4
0451454243;0380002930;4
0671028367;0446611212;4
0345447867;0312971346;4
0140042598;0316666343;4
0345447867;0312966091;4
0345447867;0312983867;4
0316602051;0385510438;4
0345447867;0425182908;4
0765341972;0316666343;4
1573221937;0385729332;4
0140179836;0380730138;4
044652087X;0515128554;4
0515087122;0449219461;4
0446343455;0440998050;4
0446343455;0440498058;4
0140179836;0385265700;4
0451409973;0375727345;4
0743457943;0446610038;4
0441627404;006440188X;4
0553280414;0399501487;4
0671864173;044651652X;4
044652087X;0684874350;4
0316602051;0385508042;4
0345447840;044023722X;4
0345447840;0440234743;4
1573221937;0060987529;4
0425169693;0440234743;4
0515087122;0515095826;4
0515087122;051510566X;4
0812511816;0812550706;4
0425166619;0440234743;4
0060964049;0375706771;4
0679450408;0316666009;4
0446343455;0671001795;4
0425169693;0446605239;4
0441002935;0515133876;4
0451210743;044021145X;4
0060964049;0375727345;4
0515090174;0515093203;4
0671016768;0446611212;4
0671016768;0446610038;4
0446525537;0316666343;4
0425166619;0425180638;4
0061000043;0061097853;4
0425166619;0425151867;4
0515090174;0515095826;4
0515090174;051510566X;4
0425166619;0451176464;4
0425166619;0451169522;4
0425166619;0446611212;4
0380725827;0440241073;4
1573221937;0140042598;4
0140179836;0425162443;4
0679450408;038550120X;4
0345447840;0786868716;4
0345447840;0786862564;4
0380725827;0553284789;4
0060964049;0440215625;4
0345447840;0385504209;4
0679450408;0385493800;4
0679450408;0385472951;4
1573221937;0312283709;4
0345447840;0425182878;4
0679450408;0316693251;4
0671864173;059035342X;4
0679450408;0345313860;4
0452281032;044023722X;4
1573221937;0312282990;4
1558744606;0786868716;4
0425168298;0679781587;4
1573221937;0312278586;4
0671886665;0440224764;4
0515093556;0345396936;4
0380702843;0345370775;4
0440967694;0385504209;4
0446527041;038533558X;4
0440967694;0385479565;4
0345441133;0553280368;4
043936213X;0439139597;4
0671038567;0553271636;4
0451206525;0451208765;4
0515093556;0140298479;4
0380702843;0316666343;4
0380702843;014029628X;4
043936213X;0449223604;4
0140177396;0440213525;4
0373250126;0767905180;4
0425161722;0671041789;4
0451206673;0446610542;4
0671038567;0425169863;4
0425161722;0440221471;4
0553287346;0553575104;4
0345441265;0375727345;4
1573225126;0316666343;4
1573225126;0446672211;4
0451206525;0446608890;4
0099747200;0345361792;4
0140177396;044021145X;4
0140177396;0440220602;4
0440967694;044651652X;4
0345441265;0399148027;4
0380820447;0385504209;4
0345441265;0385504209;4
0380702843;0439064864;4
0345441265;0671510053;4
0515093556;0345334531;4
0345441265;0679746048;4
0679457313;0156027321;4
0380820447;0061009059;4
0515093556;0345313860;4
0380702843;044021145X;4
0671038567;0312924585;4
0743206061;0446527793;4
0451207521;0440217490;4
0380820293;1573229326;4
0515093203;0553279912;4
0679454489;0679454470;4
0380820293;0743418204;4
0380820293;0767914767;4
0345442822;0142001740;4
0451207521;0440213290;4
0425168298;0446612790;4
0836218620;0836204387;4
0451409973;0671001795;4
0316969680;0385508042;4
0345447840;0312983867;4
0316143464;0385504209;4
0373250118;0385504209;4
0373250118;0385335881;4
0140179836;0385504209;4
0345303067;0316666343;4
0812517725;0812551478;4
0812517725;0812548094;4
0671864173;0440225701;4
0345447840;014029628X;4
0812543262;0440211727;4
0553280414;0316769487;4
0440967694;0439064864;4
0451207521;044023722X;4
0836218620;0836218051;4
0425161722;0425162788;4
0425161722;0425171396;4
0345441133;0842329129;4
0425161722;0440220602;4
0671038567;0425180638;4
0553287893;0345391802;4
0451206525;1400034779;4
0425161722;044021145X;4
0451206525;1400031354;4
0446343455;044661193X;4
0345301110;0679781587;4
0812543262;0345378490;4
0345446860;0446672211;4
0312955006;0440211727;4
039592720X;0312278586;4
0312961324;0425158616;4
0312144075;0316666343;4
0312144075;0316776963;4
039592720X;0142001740;4
0312144075;0345387651;4
0451157443;0451169522;4
0451157443;0451163524;4
0451157443;0451160525;4
0451157443;0451156609;4
0060198133;0375706771;4
0312961324;0425167313;4
034539657X;0553579754;4
0312144075;0679781587;4
0886777844;0804106304;4
0886777844;080410753X;4
0670030643;0142001740;4
0345396936;0385504209;4
0060198133;0380815923;4
0451157443;0451132378;4
0312144075;037541309X;4
0312144075;0375705856;4
0312144075;0375726403;4
0395083567;0671001795;4
0312144075;0380002930;4
0679879242;0439139597;4
0395083567;0385504209;4
0345396936;0515093556;4
034539657X;0451153553;4
0670030643;014029628X;4
0395083567;0312976275;4
0446611778;0446364193;4
0679879242;059035342X;4
0395083567;0312966091;4
0395083567;0061009059;4
0345396936;0439136350;4
0446611778;0446610038;4
0670030643;015100692X;4
044661193X;0316666343;4
0887307876;0671003755;4
0553582755;0440236673;4
0385729340;0142001740;4
0385729340;0140293248;4
0553582755;0446611212;4
0312201656;0451188454;4
0553582755;0446612790;4
0312201656;0060987103;4
0553582755;0451177096;4
0312961324;0375726403;4
0345396936;0345337662;4
0345396936;0345334531;4
0446611808;0061013412;4
055358099X;0515120618;4
0679886370;0394820371;4
055358099X;0553295977;4
0670030643;0380977788;4
055358099X;0446606189;4
0451157443;0316666343;4
0679886370;014131088X;4
0679886370;0316666343;4
0618002235;0590353403;4
0618129022;0440214041;4
0451157443;0451173317;4
0553581554;0425180638;4
0312147015;0061009059;4
0684195976;0399142282;4
0684195976;0399142851;4
0684195976;0399143947;4
0060198133;0609804138;4
031205436X;0375725849;4
0446611611;0440241073;4
0060198133;0452282152;4
0310205719;0842329129;4
0310205719;0786868716;4
0553581554;0446601241;4
0446611808;0440226104;4
0553581554;0553582135;4
0618002235;0439136350;4
0618002235;0439064864;4
0394800168;0440226430;4
0312955006;0671867091;4
0394800168;0439064864;4
0446611808;0515133302;4
0345392825;0446310786;4
006019491X;0452282152;4
0394800168;080410753X;4
0553581554;0553569910;4
0446611808;0446602620;4
0553581554;0553582127;4
0553581554;044023722X;4
0394800168;0811801802;4
0553581554;0440226104;4
0670030643;0061009059;4
0312147015;0060199652;4
0312147015;0060928336;4
0618002235;0441790348;4
0684195976;0684195984;4
140003065X;0064471047;4
0064407055;0440498058;4
0345389417;0345384466;4
0684863472;0316666343;4
140003065X;0142001740;4
0440225817;0380718332;4
140003065X;014028009X;4
0440225817;0449219364;4
0446613436;0316666343;4
0446613436;0446608955;4
067169071X;0451184963;4
0440225817;0312966970;4
0064407055;0446365386;4
0553582763;0061015725;4
0345389417;0440211727;4
0385729340;043935806X;4
0345354621;0451137965;4
0786866020;0316666343;4
0609807900;0385335881;4
0609807900;0312195516;4
0609807900;0385335482;4
0553582763;0375760911;4
0393050939;0316666343;4
0786862564;0894803204;4
0440225825;0316666343;4
0345389417;067102423X;4
0393050939;0439139597;4
0393050939;0060976845;4
0393050939;0439064872;4
0440225825;0399148639;4
0393050939;0312278586;4
0553582143;0446613266;4
0684801221;0312195516;4
0553582127;0440234743;4
006019491X;0399146431;4
0345354613;0385504209;4
0684801221;0316769487;4
0385486804;0385492081;4
0515135739;0515125628;4
0385486804;0375707972;4
0515135739;0515122491;4
0312955006;0446610038;4
0553582127;0515128554;4
0312147015;067976402X;4
006019491X;0385720106;4
006019491X;038550926X;4
0553582127;0446672211;4
0684195984;043935806X;4
0684195984;0440214041;4
0553582143;0553586122;4
044661193X;0312282990;4
0394223802;0446672211;4
0684801221;0446310786;4
0553582143;0515130966;4
0312952716;0440221471;4
0553582143;0425154092;4
0684801051;067976402X;4
0385486804;0156027321;4
0385486804;0312201656;4
0553582143;0439064864;4
0515135739;0515133302;4
0515135739;051513287X;4
0553582143;0440226430;4
0345391810;0446310786;4
0887307876;0312195516;4
006019491X;0060938455;4
0553582135;0312305060;4
0312150601;0345361792;4
0312150601;0345366239;4
0312150601;0446672211;4
0515135739;0821769367;4
0061099325;0061097853;4
0684195984;0684195976;4
0802132952;0345361792;4
0312150601;0140293248;4
006019491X;0316666343;4
0802132952;034536676X;4
0345391810;0316769487;4
0684195984;0142001430;4
0345392825;0399501487;4
0684195984;0399142282;4
0684195984;0399142851;4
0684195984;0345350499;4
0684195984;0399145087;4
0802132952;0140185216;4
0802132952;0140042598;4
0618002235;034538475X;4
0312955006;0553279378;4
0684195984;0380718340;4
0440218535;0316666343;4
0312961324;0440226430;4
0446611638;0553584383;4
0060198133;0385504209;4
0446611638;0743454146;4
0446611638;0446613843;4
0553580930;0440221471;4
0446611638;0440241537;4
0451157443;0671042858;4
080213825X;0312195516;4
0446611638;0061015725;4
0553580930;0345353145;4
0446611611;044661193X;4
080213825X;0385335881;4
0553580930;0446603589;4
0312961324;0553268880;4
0553580515;0316666343;4
0060198133;1400034779;4
0399141146;0375400117;4
0399141146;0316666343;4
0886777844;0345423402;4
0399141146;0399146431;4
0553580272;0345337662;4
0886777844;0380789019;4
0553580930;0375727345;4
080213825X;0316666343;4
0451160916;0451167317;4
0553580272;0439136369;4
0312961324;0804114986;4
0310205719;0316601950;4
0553582135;0380731851;4
0345354613;0345378482;4
0394281802;0394223802;4
0312952716;0440206154;4
0312171838;0316666343;4
0312171838;0312195516;4
031205436X;080411109X;4
031205436X;1573226521;4
0394281802;0671510053;4
0345354613;0345417623;4
0425166619;0425119653;4
0671776134;0375700757;4
0671776134;0385722206;4
0553210092;0385504209;4
0375401598;0679405283;4
0451197747;044023722X;4
0451197747;0440224675;4
0671028383;044023722X;4
1573226521;0451524934;4
0553295772;0425151867;4
0553260960;0553289411;4
0553210092;0440180295;4
0425189864;0446610038;4
0425189864;0446613266;4
0553295772;042518286X;4
0451197747;0449005615;4
0553295772;0440226430;4
0811801802;068484477X;4
1573226521;031205436X;4
0380978415;0385504209;4
0380012863;044021145X;4
1573226521;0312278586;4
0380978415;0385721420;4
0380978415;0385722435;4
0451197747;1551665301;4
0380012863;043935806X;4
1558531025;0842329129;4
0425155404;0451176464;4
0671011367;0425175405;4
0671011367;0425180638;4
0451197747;0452282829;4
0451197747;0452282152;4
0553210092;0446310786;4
0425189864;0425178765;4
0375401598;0345409671;4
0425155404;0425151867;4
0671776134;0688177743;4
0553295772;055356451X;4
0440514428;0316666343;4
0515102652;055357230X;4
0671776134;0743418174;4
0375401598;0345351525;4
0440127793;0452269571;4
0515102652;0671793489;4
0811801802;0590353403;4
0440514428;014029628X;4
0440514428;014028009X;4
0375401598;0375401601;4
0553210092;0439139597;4
0671011375;0345337662;4
0380973650;0679781587;4
0679459626;0316666009;4
0446530077;0786867647;4
0553293354;0441790348;4
0451203771;068484477X;4
0446530077;0842329129;4
0679459626;0316693200;4
0679459626;0316666343;4
0811802981;0385720106;4
0375400117;0679745203;4
0553293354;0553278746;4
0671868691;0671001132;4
0440122090;0375726403;4
0375400117;038550120X;4
0553293354;0345313860;4
0553210793;0590353403;4
0451203895;0140293248;4
0425158594;0380710218;4
0440122090;0385482388;4
0553210793;0451526341;4
0671011375;0312966091;4
0451203771;0515128554;4
0446530891;039915079X;4
0515102652;0553280341;4
1573226521;0060928336;4
0743206045;0446527041;4
0451202341;038079487X;4
0451202341;0375727345;4
0451202341;0671038184;4
0451202341;0671003755;4
0375400117;0743418174;4
006099486X;0316776963;4
0440514428;0385504209;4
0811801802;1400031354;4
0446530891;0316602906;4
0446530891;0316693200;4
0553210793;0439139597;4
0671789422;0316666343;4
0515102652;0380718340;4
0451203771;0440204194;4
0425157539;0425189864;4
0440122090;044023722X;4
0446530239;0385504209;4
0553293354;0618002227;4
0440514428;067976402X;4
0842329285;0440214041;4
0425157539;044023722X;4
0671028383;0316666343;4
0451202341;0375707972;4
0440122090;0440225701;4
0375400117;0399141146;4
0060935464;0060987529;4
0425158594;0345384466;4
0451203895;0060976845;4
0425158594;0345384369;4
0425158594;0345337662;4
0671789422;0380730138;4
0553293354;0380789019;4
0743262174;0142004235;4
0553210793;0385504209;4
0553294385;0156027321;4
0446530387;0312278586;4
0446530387;0316666343;4
0553210793;0385479565;4
0425157539;0425132048;4
0425157539;0425152898;4
0425157539;0425137562;4
0425157539;0425135020;4
0140177396;0345339738;4
0553212451;059035342X;4
0345441036;0316666343;4
1573225517;0767902521;4
038082101X;0380815923;4
038082101X;044023722X;4
0451204891;0446602620;4
0440108268;044020562X;4
0553292722;0316666343;4
0060935464;0375726403;4
0451204530;0451207521;4
0671014196;0312195516;4
038082101X;0385722206;4
038082101X;0385504209;4
0515102636;0142001740;4
038082101X;0060936363;4
0061020702;0061092177;4
0451205421;0425181103;4
0345313151;0618002227;4
0345441036;042513525X;4
0439404371;0684857820;4
0316782262;0316666343;4
0316782262;0316780812;4
0743206045;1558744150;4
0553289691;006000438X;4
038082101X;0440236673;4
0515102636;051513287X;4
0425158594;0425128164;4
0425189864;0345413903;4
1558744630;0446605239;4
0060935464;0312195516;4
0671011375;0440225299;4
0842329277;0842332278;4
0451203895;0385504209;4
0440901588;0446672211;4
0440901588;0440998050;4
0553262505;0441790348;4
0671011375;0425180638;4
0671011375;0399150897;4
0440901588;0439064872;4
0451203895;0679746048;4
0671011375;0451190521;4
0553292722;055356160X;4
0375400117;0345435168;4
0451203895;0671003755;4
0553292722;0446607657;4
0451203895;0375706771;4
0553262505;067976402X;4
0446527793;0553802488;4
0140296298;0316666343;4
0515102636;0515128554;4
0446527793;0553802461;4
006099486X;0312195516;4
0671011375;0553572997;4
1558744630;0446310786;4
0553211404;0345337662;4
0440111811;0671670689;4
0811811409;0385504209;4
0440111811;0553295977;4
006099486X;0142002267;4
0380973650;0316666343;4
0743206045;0553802488;4
0553211404;0399501487;4
0060935464;0385504209;4
0553212478;0618002227;4
0553289691;0345438329;4
0671789422;0671683993;4
038082101X;0452282152;4
0671014196;0385504209;4
0553289691;0375706771;4
0425158632;0425116840;4
0425158632;0425147584;4
0061020702;0446604666;4
0440111811;0316666343;4
0425189864;0425157539;4
0679459626;0684810395;4
038082101X;0452282829;4
0671789422;0671003755;4
0553289691;0385484518;4
038082101X;0553273914;4
1558744630;0446608955;4
0425155404;0345417623;4
0553212478;0345391802;4
0446322180;0440213525;4
0553212478;0316769487;4
0743206045;0743245520;4
0345441036;0385504209;4
0345313151;067102423X;4
0061020702;0345337662;4
0671014196;067101420X;4
0671014196;0671004530;4
0553289691;0452269571;4
1558744630;0439139597;4
0440111811;0380018179;4
0446322180;0385472951;4
0671014196;0375706771;4
0553212451;0345337662;4
0836204387;0836218620;4
0836204387;0836218051;4
042518286X;0671004530;4
0316182540;0786868716;4
0316182540;0671510053;4
042518286X;044021145X;4
084232920X;0156027321;4
0679426159;0312966970;4
0679426159;0312966091;4
0452268060;0671003755;4
042518286X;0804111359;4
0373484429;0373218400;4
0380778556;0439136350;4
0553277537;0312924585;4
0679426159;0743237188;4
0679426159;0312195516;4
042518286X;0553295772;4
0671034057;0671027573;4
0452268060;0440213525;4
0679419462;0679444815;4
0671027581;0425183971;4
0679426159;0375727345;4
0452268060;039592720X;4
074322535X;0156027321;4
055321330X;0449212602;4
0452268060;0446532231;4
0446364495;014028009X;4
0836204387;043935806X;4
0821769367;0515135739;4
0553278029;0345438329;4
0446387878;0312195516;4
0671026011;0671042262;4
0553278029;0312195516;4
0374100128;0142001740;4
0671027646;0142001740;4
0671027344;0316769487;4
0671027344;0345342968;4
0380778556;0684872153;4
0671026011;0553578022;4
0671026011;0671024094;4
0374100128;0312305060;4
0553277537;0345361792;4
0380778556;0345361792;4
0380778556;0440214041;4
0671027344;0439064864;4
0380778556;0345370775;4
0380778556;043935806X;4
0380778556;044021145X;4
1558747109;1558744592;4
0140067779;0060987561;4
1558747109;1558746226;4
0446353957;0440214041;4
0374100128;0060930535;4
006098824X;0767902521;4
0671027344;0440998050;4
0671027344;0684801523;4
0316168815;080411109X;4
0380753006;0515128554;4
0441102670;0345339681;4
0671027581;0515131229;4
0553274503;0142001740;4
0373484429;0515126772;4
0446364495;044023722X;4
0553274503;0316666343;4
0553274503;0345342968;4
0441102670;0312924585;4
0553275976;0060915544;4
0553274503;0385492081;4
0452268060;0312305060;4
0441102670;0451156609;4
0553274503;0380002930;4
0452268060;038079487X;4
0553274503;0345361792;4
0452268060;0312278586;4
0330262130;038542017X;4
0425155943;0345337662;4
042515601X;0425151875;4
0553294385;0553278223;4
0553294385;0618002227;4
0446530522;0156027321;4
0446530891;0385511612;4
0553210092;067976402X;4
0425189864;0385503822;4
042515601X;0425150143;4
0553210793;0316769487;4
155874424X;0345435168;4
0671027581;0515126772;4
0553274503;0679781587;4
0425181685;0375504397;4
0553274503;0553572997;4
0452268060;0060921145;4
0842329285;0842332340;4
0425155943;0440224675;4
0425155943;0440220602;4
0811802981;0312195516;4
0425155943;0425144429;4
0446530522;0786868716;4
0836218787;0836218051;4
155874424X;0451190556;4
0671027581;0439139597;4
0452268060;0743418174;4
0446364800;0446364193;4
0446364800;0440236673;4
0373484895;0515131229;4
0373484895;0515128554;4
0373484895;0515128546;4
0061000175;059035342X;4
0140077022;0671003755;4
0553213180;0064400557;4
0671027581;0440211727;4
0446364800;0446606324;4
1558747109;0446605239;4
0446364800;0743418174;4
0553275976;0399501487;4
0446364800;0446610038;4
0373484895;051513287X;4
0446364800;0440211727;4
0446364800;0385490992;4
0553275976;0316769487;4
0330367358;0743418174;4
0446364800;0345427637;4
051510566X;0515087122;4
051510566X;0515090174;4
051510566X;0515090506;4
0345436911;0060987103;4
0345314255;0451160525;4
0140143505;0871136791;4
0553208845;0316666343;4
0140328696;0439136350;4
0425153975;0425147622;4
0345436911;0060934417;4
0425153975;0743439740;4
0425153975;0786868716;4
0671759345;0440200989;4
0345436911;0312195516;4
0345436911;015100692X;4
0679454446;067976402X;4
0446343455;0385504209;4
0812517725;0345333926;4
0316969680;0316666343;4
0451205421;0440241073;4
0836221362;0920668372;4
0515090174;0385479565;4
0375401601;0451132378;4
0440174643;0451184963;4
0451196716;0451188462;4
0380012863;0345337662;4
0679720200;0156001314;4
0440174643;0312305060;4
1573227331;0316776963;4
014017737X;0140177396;4
1573227331;0060958022;4
0060934719;0380807343;4
1573227331;0312278586;4
0671776134;0142001740;4
1573227331;0345337662;4
0836221362;0439136350;4
0345314255;0451162072;4
0671759345;0316666343;4
0345314255;0451524934;4
0671034022;044023722X;4
0345435796;0553280341;4
0345435796;0449221490;4
0440174643;0671880314;4
0061030643;0425182908;4
0671759345;0345337662;4
0140328696;0375504613;4
0425188809;0553582747;4
0743457943;0385504209;4
0671016768;0425182908;4
0671016768;0425154092;4
0446525537;0385504209;4
0380817691;0425163407;4
1573222267;014023313X;4
1558743316;1558531025;4
1558743316;1558746161;4
0553280945;0609610597;4
0836221362;0836218051;4
0553280589;0440215625;4
0553281747;0385504209;4
0515090174;0553280341;4
0380815923;0877017883;4
0374270325;0374199698;4
0671016768;0380718340;4
0140280464;0316666343;4
0553280589;0452282152;4
0446525502;0671041789;4
0374270325;0060391626;4
0451210743;0451207521;4
0515090174;0446610038;4
0553280945;0312195516;4
0140280464;0385504209;4
0061000043;0061099325;4
0380817691;0345413873;4
0099771519;044023722X;4
0553281747;0553562614;4
0812513738;0380752859;4
0380815923;038082101X;4
0451403703;0452282152;4
0380815923;0060198133;4
0553280589;038542017X;4
0553280589;0385504209;4
0743225422;0316601950;4
0446343455;044021145X;4
0446523569;0385505833;4
0553280414;0679781587;4
0441000916;059035342X;4
0345303067;0671042858;4
0316969680;0316693251;4
0316969680;0316693235;4
0451403703;0066214122;4
0451403703;0452269571;4
0446523569;0553213148;4
0380814021;0439139597;4
0380814021;043935806X;4
0553280589;0316666343;4
0345303067;0446310786;4
0446523569;0446605239;4
0345303067;0441003257;4
0553280589;014029628X;4
0380814021;0316666343;4
0446523569;0446525502;4
0553280414;059035342X;4
1558744606;155874262X;4
0446523569;0440222656;4
0515087122;0553280341;4
0451403703;068484477X;4
0553210092;0312966091;4
0807083054;0316601950;4
0440176484;0440211727;4
0451191145;0312195516;4
0440176484;0671534718;4
0140143505;0679735909;4
0451191145;014029628X;4
0451191145;0142001740;4
0451191145;0553277472;4
0553106643;0425124347;4
0375401601;0679441018;4
0140328696;0679781587;4
0440176484;0671695126;4
0440176484;0671001795;4
0553299506;0440213525;4
0140374248;0345342968;4
0451191145;0062502182;4
0552998486;0749397543;4
0451191145;0375707972;4
0425152898;0425157539;4
0425152898;0425141233;4
0451191145;0345350499;4
0425152898;0425135020;4
0425152898;0425132048;4
0060932813;0316666343;4
0451191145;0345370775;4
0440176484;0671695169;4
1573228214;0140293248;4
0552998486;0552996181;4
0679721037;0671003755;4
014034294X;0439136350;4
0345435796;0061009059;4
0380005239;0671510053;4
0446600474;034541389X;4
0553348981;0156027321;4
0345435249;0345370775;4
0140328696;059035342X;4
1573227331;0553279378;4
0811811409;0440998050;4
0671789422;0449212602;4
0553211404;0439136350;4
0375400117;0316569321;4
0553211404;0446310786;4
0671789422;0446670251;4
0743247612;0446672211;4
0553292722;0553564528;4
0553292722;0553571885;4
0553292722;0553579606;4
0446530077;0061009059;4
0553292722;067976402X;4
0451204530;0425154092;4
0553289691;0670892963;4
0553234811;0553250426;4
0553096060;0440221471;4
0345435249;0671001795;4
0060932813;0446672211;4
0425152898;0440234743;4
0425152898;0440224675;4
0440487617;0679751521;4
0345435249;0671042262;4
0140143505;0684874350;4
0679721886;0312195516;4
0842329277;0385504209;4
0553299506;0440214041;4
0345436911;0452282152;4
0553208845;067976402X;4
0553208845;0679746048;4
0671868691;0671868713;4
0440174643;0345384466;4
0345436911;0679781587;4
0375401601;0375401598;4
0425152499;0345350499;4
0440487617;0439136350;4
0425152251;0439064864;4
0425152251;0385504209;4
0440487617;0375727345;4
0553348973;0684833395;4
0425152251;0380977788;4
0807083054;067976402X;4
0425152251;067976402X;4
0553258001;080411109X;4
0671776134;0312195516;4
0060934719;0345361792;4
0553210092;0345342968;4
0553210092;0345313860;4
0380012863;0060930535;4
0440174643;0439136369;4
0060934719;0060987103;4
0440174643;044021145X;4
0446600474;0425163407;4
0671004565;0515131229;4
0425151867;0312924585;4
0425151867;0425121631;4
0425151867;0425107469;4
038529929X;0385493800;4
0446600474;0440213525;4
038529929X;0399145087;4
038529929X;0345337662;4
0425152251;0142001740;4
0425151867;0451177096;4
0425151867;0451181379;4
0552996181;0552998486;4
0425152251;0156027321;4
038529929X;0316666343;4
0671004565;0671568175;4
0671004565;0671867172;4
0425190641;0446612545;4
0671004565;0671888587;4
0425151875;042515601X;4
0425152251;0375725784;4
0345318854;0316666343;4
1573228214;0553572997;4
1573228214;1573229571;4
1573228214;0375705856;4
0425152499;0553296981;4
0553299506;0804106304;4
1573228214;0316769487;4
0552998486;0375703861;4
0060932759;0871136791;4
0553348973;0671003755;4
0553299506;0553572326;4
0552998486;0316666343;4
0425152499;0439139597;4
0060932139;0060929871;4
0451191137;0553279378;4
0425152499;043935806X;4
0446600253;0380002930;4
0671880187;0316666343;3
1558745017;0385503822;3
0452281903;0446601241;3
1558745017;0446606812;3
0452281903;0425163407;3
0671880187;0345361792;3
0061000027;0425133540;3
1558745017;0345387651;3
0061000027;0441004520;3
1558745017;039480001X;3
0061000027;0446322180;3
0061000027;0440998050;3
0061000027;0440498058;3
0374100128;0375727345;3
0374100128;0380730138;3
0374100128;0385265700;3
0679785892;0345370775;3
